,claims,evidences,label,date
106,"New Diggers newspapers on 9th February 2022, published an article claiming that the Secretary General for the UPND party, Imenda Batuke, issued a statement alleging that the current government did not sign any contract with the youths assuring them employment during the time the UPND party was in the opposition.  The Smart Eagles Facebook page shared the same story were the general public expressed concern that Imenda’s utterances will cost the UPND government retaining its seat in 2026 general elections.","iVerify fact checking has determined as false the claim that UPND party did not sign a contract with the youths assuring them employment. On 7th December 2020, the president of the UPND party who is now the Republican President of Zambia, Mr. Hakainde Hichilema, signed a social contract with the youths assuring them employment once elected as president of the republican of Zambia. However, the Secretary General of the UPND party, Imenda Batuke in a briefing,  on 9th February 2022, denied the allegations clarifying that the information that he gave to the interviewer was contrary to what was published in the newspaper and discussed on social media and that he was misquoted in newspaper headline. In response to the allegations refuted by Imenda’s briefing, News Diggers newspaper immediately released an audio of the interview they had with the secretary general as evidence on what he had earlier mentioned concerning the signing of the contract. However. In the audio the Secretary General explained that the UPND party did not sign the contract with anyone on personal basis. Therefore, the claim that the UPND did not sign a contract with youths is false as a social contract was signed but not on individual basis.",False,"Mar, 17 2022"
107,"On 26th February 2022, Patriotic Front – PF Facebook page published an article by the Patriotic Front Secretary General, Hon. Nickson Chilangwa claiming that the acting PF party president, Given Lubinda was evicted from the N’cwala ceremony on the instruction of President Hakainde Hichilema. In the article, Mr Chilangwa claimed that Given Lubinda was ushered to his seat at the VVIP pavilion for dignitaries by ceremony organizing committee’s Noel Nkhoma, upon which the arrival of the acting president was recognized and announced by the director of ceremonies.  Chilangwa further alleged that upon the arrival of President Hichilema, the patron of the organising committee approached and told Given Lubinda that he had been instructed by a senior security officer of the Republican President to ask the PF acting president to leave.","The fact checking process has determined as misleading, the claim by PF Secretary General that the acting PF president, Hon. Given Lubinda was evicted from the N’cwala Ceremony on the instruction of President Hakainde Hichilema. In a statement obtained by iVerify, N’cwala organizing committee chairperson, Noel Nkhoma explained that Lubinda was given a seat in the front row way before the arrival of the President. However, the State House security asked him to go and take the back seats, of which Lubinda opted to leave. Nkhoma further stated that when he shared what had occurred with President Hichilema upon arrival at the event, the President expressed shock to learn that his security detail could ask Lubinda to vacate a seat reserved for him. In addition, Nkhoma also clarified that the Republican President regretted to hear that Lubinda had already left the ceremony, saying he would have been happy to greet him. In another statement, the State House Presidential Aide for Press and Public Relations, Anthony Bwalya, clarified that all guests at the event were bound by the protocols of the event as had been determined and prescribed by the event’s organizing team, and therefore everyone was expected to oblige, and that at no point was Given Lubinda, or indeed any member of the PF contingent, ordered to leave the ceremony. Therefore, the claim that Given Lubinda was evicted from the N’cwala Ceremony on the instruction of President Hakainde Hichilema, is misleading.",Misleading,"Mar, 12 2022"
108,"A video posted on WhatsApp groups went viral of a person purporting to be a pastor from the Seventh Day-Adventist Church (SDA), giving a discourse and quoting the Republican President of Zambia, Mr. Hakainde Hichilema’s post on his official Facebook page, criticizing his visit to the Vatican on religious grounds. The video was also posted on The media Response Facebook page on 22nd February, 2022. The video in circulation caused mixed reactions on various WhatsApp groups and social media in some sections of the public. The remarks by some members of the public on social media platforms criticizing the President’s recent meeting with the Pope at the Vatican also made the government become concerned.","The Fact Checking has determined as false the claim in the video and social media remarks that the visit of President Hakainde Hichilema to Vatican was on religious grounds. On 24th February 2022, the two Presidents of the governing bodies of the SDA Church in Zambia released a joint official statement clarifying that the role of the President as head of State should not be mixed with his religious affiliation. In addition, the Church clarified that the purported Seventh Day Adventist (SDA) Pastor who went viral on social media, condemning the visit, is not a bona-fide member of the church as he ceased because of his extremist views and criticism of the church. Following remarks from the members of the public on social media platforms criticizing the President’s recent meeting with the Pope at the Vatican, the Chief Government Spokesperson Chushi Kasanda in a statement, also clarified that President Hakainde Hichilema did not visit the Vatican as an Adventist but as a Head of State whose citizens belong to various religious persuasions including Catholics and is a president for all Zambians, who belong to different denominations. Ms Kasanda further clarified that the President’s visit to the Vatican comes against a backdrop of Government’s re-introduction of free education in which the Catholics continue to play a key role especially in the lives of the disadvantaged children in the rural parts of Zambia. This is affirmed on President Hakainde Hichilema face book page in which he said, the Church played a pivotal role in areas of education, health and the promotion of democracy and good governance in Zambia. Therefore, the criticism that President Hichilema had visited the Pope at Vatican on religious grounds, is false.",False,"Mar, 03 2022"
109,"On 11th January 2022, Zed InstaBlog Facebook page published an image with an alleged depiction of a person, claimed to be Edgar Lungu’s barber, Shebby Chilekwa, manhandling a UPND youth during the PF regime. Stories of Edgar Lungu’s barber, Shebby Chilekwa, have made numerous media headlines and speculations on various media platforms concerning his arrest on alleged murder charges.","The fact checking process has determined as unproven the claim by Zed InstaBlog Facebook page that one of two persons in the published image is former President Edgar Lungu’s barber, Shebby Chilekwa manhandling a UPND party supporter during the PF regime’s rule. TinEye Reverse Image search done by iVerify revealed that the photo was first shared in February 10, 2019. The captions could not substantiate the attribution that the unknown person in the image was Shebby Chilekwa.",Unproven,"Mar, 03 2022"
110,"On 19th February 2022, various online platforms reported that polygamy would soon be legal in Zambia. This followed a proposal by the Zambia Law Development Commission (ZLDC) to repeal Section 166 of the Penal Code that prohibits bigamy. The reports generated mixed reactions from online audiences, with majority of them claiming that the proposal if ratified by Parliament would lead to break up of marriages and families.","The Fact Checking process has determined as false the claim by Eagle One Zambia that polygamy would be legal under President Hakainde Hichilema’s administration despite Zambia being a Christian nation. The Zambia Law Development Commission (ZLDC) which is an independent corporate body established by an Act of Parliament had merely proposed a repeal of Section 166 of the Penal Code that prohibits bigamy to avoid duplicity as this provision was already addressed by the Marriage Act, Chapter 50 of the laws of Zambia. This proposal was part of government’s legal reforms programme to streamline and harmonise existing laws, and is subject to ratification by Parliament. Therefore, the claim that polygamy is to be legal under the current government administration is false, as the ZLDC’s proposal to remove bigamy from the Penal Code does not decriminalize the practice in the Marriage Act.",False,"Feb, 26 2022"
111,"On 15th February 2022, Zambia Never Forgets Facebook page published an article that claimed that Zambia’s largest power producing utility firm, Zambia Electricity Supply Company (ZESCO) had hiked the meter connection fee from k1700 to K7000, whilst hiking the meter separation fee from k750 to K6000. Social media went rife with mixed reactions on the alleged hikes in connection fees with calls for the Republican President to intervene in the alleged pronouncement.","The Fact Checking process has determined as false, the claim by Zambia Never Forgets that ZESCO has hiked the meter connection fee from k1700 to K7000, whilst hiking the meter separation fee from k750 to K6000. In a statement obtained by iVerify, ZESCO Corporate Affairs stated that ZESCO Limited had continued to use market reflective fees for all new electricity connections to provide an effective and efficient service to its customers. The Zambian power utility firm further clarified that the said connection fees have neither been increased nor changed, but are market driven as has been the case for all non-standard connections. In the Press Statement, ZESCO clarified that this was in contrast to media circulation that connection fees have been increased. In another Press Statement obtained by iVerify, the Energy Regulation Board (ERB) urged members of the public to disregard the reported revised connection fees for electricity connection and meter separation. ERB further urged the members of the public to bring to the attention of the regulation board anyone who subjected them to new charges. Therefore, the claim by Zambia Never Forget Facebook page that ZESCO has hiked the meter connection fee from k1700 to K7000, whilst hiking the meter separation fee from k750 to K6000, is false.",False,"Feb, 19 2022"
112,"iVerify Zambia received a message on the WhatsApp Tipline claiming that on 8th February 2022 the Anti-Corruption Commission (ACC) searched former Patriotic Front (PF) National Chairperson, Mr. Samuel Ng’onga Mukupa’s farm.  During the 2021 former Campaign Manager for the former Republican President Mr. Edgar Chagwa Lungu. ","The Fact Checking Process has established as true the claim that the Anti Corruption Commission (ACC) searched the Patriotic Front (PF) National Chairperson, Mr. Samuel Ng’onga Mukupa’s farm on 8th February 2022.
In an interview with iVerify on 9th February 2022, ACC confirmed that Mr. Mukupa’s farm was searched for evidence, which the commission believed was in the farm premises. In addition, the search warrant that was published on the Zambian Observer website was checked and confirmed that Mr. Mukupa’s farm was searched by ACC.
In the same interview, the commission clarified on the procedures and processes that are followed before and during the searching. This was in response to an accusation on social media that the commission was unprofessional in the manner it was handling corruption cases for members of the former ruling party.   ",True,"Feb, 13 2022"
113,"On 3rd February, 2022, a Facebook Page going by the name “Action 26-PF” published a story claiming the acting president of the Patriotic Front and former Kabwata Member of Parliament, Mr. Given Lubinda, was placed under house arrest. The article said Mr. Lubinda’s residence was surrounded by state security from 06:00 to 18:00 in an alleged attempt to prevent the former Kabwata law maker from casting his vote. The article alleged that Mr. Lubinda was told that he would only be released once the casting of votes in the Kabwata by-elections was done at 18:00 hours.","The fact checking process has determined as false the claims by Action 26-PF Facebook page that acting PF president, Mr. Given Lubinda was placed under house arrest, with state security surrounding his residence in Chalala area in an attempt to bar him from casting his vote in the Kabwata Constituency by-elections on 3rd February 2022. In a statement obtained by iVerify, Zambia Police Service Spokesperson, Mr. Rae Hamoonga dispelled as falsehood, speculations being peddled on social media that the police put the PF acting president Given Lubinda under house arrest. Mr. Hamoonga reiterated the Zambia Police’s commitment to maintaining law and order, adding that no amount of falsehood would sway them from carrying out their mandate. The fact checking process could not immediately obtain a comment from Mr Lubinda or the PF party. ",False,"Feb, 06 2022"
114,"On 29th January, 2022, following numerous speculations on online platforms  that the PF Member of Parliament for Chipili Constituency, Hon. Paul Kanshanda had resigned as an MP, the Kawambwa Central Constituency Development Forum Facebook page reported that Hon. Kanshanda had not resigned. The article said Hon. Kanshanda remained a bonafide PF member and MP for Chipili. ","The fact checking process has determined as true, the claim by Kawambwa Central Constituency Development Forum Facebook page that the Chipili PF Member of Parliament, Hon. Paul Kanshanda had not resigned as an MP for Chipili Constituency. In a statement obtained by iVerify, the Patriotic Front Secretary General, Mr. Nickson Chilangwa refuted the claims making rounds on social media that Mr. Kashanda had resigned as MP. Hon. Chilangwa further reiterated that Hon. Kashanda was still a member of the former ruling party and Member of Parliament for Chipili Constituency. A check with a media report by Daily Nation and consulted by iVerify, confirmed that the news circulating on social media purporting that Hon. Kanshanda had resigned as MP for Chipili Constituency is not true. In a statement made by the Chipili MP, Hon. Kanshanda confirmed that he remained a bonafide lawmaker for Chipili and a very committed member of the former ruling PF. Therefore, the claim by Kawambwa Central Constituency Development Forum facebook page that the Chipili PF Member of Parliament, Hon. Paul Kanshanda had not resigned as an MP, is true.",True,"Feb, 04 2022"
115,"The UPND Zambia Facebook Page published a video on 3rd February 2022 with the caption stating some members of the Patriotic Front (PF) were caught buying votes in Chilenje. In the video, an unknown man is heard saying, “This is Chilenje and PF members are caught in a van.” This video circulated on various media platforms with different captions claiming that the PF members were caught with ballot papers and buying votes for the  3rd February 2022 Kabwata Constituency Parliamentary By-Elections. The seat had become vacant following the death of Hon. Levy Mkandawire in an accident on 18th November, 2021. ","The Fact Checking Process has established as true the claim that some PF members were arrested by the Zambia Police for electoral malpractice in Kabwata Constituency. However, details of the malpractice are still being investigated.  The Zambia Police confirmed that Zambia Police has confirmed that seven people belonging to the Patriotic Front have been arrested for electoral malpractice. Investigations are still ongoing hence the Police could not provide further information. This was also confirmed in an article published by the Patriotic Front Facebook page stating that two men arrested and detained at Kabwata Police station belonged to the PF Party.
Details of the malpractice have not yet been confirmed. In a phone interview with iVerify, the Electoral Commission of Zambia (ECZ) clarified that no ballot papers were marked or distributed before the polling station was opened on 3rd February 2022. The Commission explained that circulation of unverified information especially when the country is having By-Elections has a negative impact on the electorates and monitors of the election hence citizens should verify information before disseminating it on any platform. ",True,"Feb, 04 2022"
116,"On 21st January 2022, The Mast Newspaper published a story on their Facebook page claiming that some suspected UPND cadres beat up Kasama District Administrative Officer (DAO), Beauty Namukoko. The article had a video attached to it which showed some unknown people attacking workers at an office. ","The Fact Checking process has determined as unproven the claim that UPND cadres beat up Kasama DAO. Northern Province Police Commanding Officer Mr. Edwin Chisi explained that after receiving a report of assault and theft from the DAO’s office, the police began investigations on the matter. The investigations led to the apprehension of four youths who were identified to have been leaders of the group involved in the reported case. According to Mr. Chiisi, the youths could belong to any political party.
The four arrested include, Andrew Sichimba aged 27 of Mukulumpe Township, Boniface Kaonga aged 30 of Musenga Township, Nathan Phiri 23 of Amini village and Costen Kalimwengo aged 24 of Winberg compound, all of Kasama district. Mr. Chisi added that the rest of the group members were still on the run. Mr. Chisi further advised all youths that police will not hesitate to arrest anyone found breaking the law regardless of the party you belong to.
In conclusion, it is true that Kasama DAO, Ms Namukoko was beaten. However, there is not enough evidence to prove that the youths involved to any political party hence the claim is unproven.  ",Unproven,"Feb, 02 2022"
117,"On 29th January 2022, Socialist Party President, Dr. Fred M’membe posted an article that claimed that a Socialist Party candidate in the Kabwata Constituency by-elections, Mr. N’gandu Tripher, was attacked and injured with some members of his campaign team in an act of political violence in Lilayi area of Kamulanga Ward by UPND members. In the article, Dr. M’membe alleged that according to the prescribed timetable by the Election Commission of Zambia, it was the SP’s day to campaign in Lilayi area of Kamulanga. Dr. M’membe further alleged that this was not the first time the party was a victim of political violence as such as acts of attacks on the SP have been previously recorded in Kaumbwe, Mwansabombwe and Milenge. The alleged incident of political violence happened when the UPND party members clashed with the SP camp during a tour of Lilayi market by the Republican Vice President, Mutale Nalumango.","The fact checking process has determined as true, the claim by Socialist Party president, Dr. Fred M’membe, that acts of political violence have been recorded in the Kabwata Constituency by-elections following a clash between the ruling UPND and SP Party supporters  in Lilayi area of Kamulanga Ward during a tour of Lilayi market by the Republican Vice President, Mutale Nalumango. In a Zambia Police medical report obtained by iVerify, SP Party member, Mr. James Chola , indicated that he had body pains and a cut on the nose following a clash between reported UPND members and the Socialist Party members during campaigns in Gondwe Compound of Lilayi. A check with a Diamond TV media report and video consulted by iVerify, confirmed an act of political violence between UPND and SP members which was reported during a tour of Lilayi market by the Vice President. iVerify further cross checked the Kabwata National Assembly by-election ECZ campaigns timetable to establish the reported clash incident. The timetable revealed that the Socialist Party was the party that was scheduled to campaign in Zone I Lilayi area on 29th January 2022 as stated by Mr. M’membe. Therefore, the claim by Socialist Party president, Mr. Fred M’membe, that acts of political violence have been recorded in the Kabwata Constituency by-elections following a clash between the ruling UPND and SP Party in Lilayi area of Kamulanga Ward during a tour of Lilayi market by the Republican Vice President, Mutale Nalumango, is true.",True,"Feb, 02 2022"
118,"On 24th January, 2022, Barotseland Today Facebook page reported that President Hakainde Hichilema had with immediate effect terminated the appointment of the Ministry of Home Affairs and Internal Security Permanent Secretary for Administration, Mr. Josephs Akafumba. The article also said the President had terminated the appointment of Special Assistant to the President for Politics, Mr. Levy Ngoma. According to the article, it is alleged that the termination was with immediate effect and pursuant to Section 24 of the Interpretation and General Provisions Act Chapter 2 of the Laws of Zambia. The article asserts that this was according to a statement issued by the Presidential Spokesperson, Mr. Anthony Bwalya.","The fact checking process has determined as false the claim by Barotseland Today Facebook page that President Hakainde Hichilema has terminated the appointments of the Ministry of Home Affairs and Internal Security Permanent Secretary for Administration, Mr. Josephs Akafumba and the Special Assistant to the President for Politics, Mr. Levy Ngoma. In a phone call by iVerify, the Special Assistant to the President for Press and Public Relations, Mr. Anthony Bwalya refuted the claim, stating that the article by Barotseland Today alleging that President Hichilema had terminated the appointments of the Ministry of Home Affairs and Internal Security Permanent Secretary for Administration, Mr. Josephs Akafumba and the Special Assistant to the President for Politics, Mr. Levy Ngoma was false and mere fabrications. Mr. Bwalya further clarified that he had not issued any statement of that nature as purported by Barotseland Today. Therefore, the claim by Barotseland Today Facebook page that President Hichilema has with immediate effect terminated the appointments of the Ministry of Home Affairs and Internal Security Permanent Secretary for Administration, Mr. Josephs Akafumba and the Special Assistant to the President for Politics, Mr. Levy Ngoma, is false.",False,"Jan, 26 2022"
119,"On 18th January 2022, Zambianews365.com, an online news outlet published an article which stated that UPND Youth National Chairperson, Gilbert Liswaniso had threatened to beat some Patriotic Front (PF) party members for attacking and insulting the Head of State, Mr. Hakainde Hichilema. In the article, Mr. Liswaniso stated that he had no time to engage the police, but instead, would together with the UPND youths beat anyone who insults the President. He was reacting to remarks  the Patriotic Front party member of the Central Committee, Raphael Nakacinda, who he accused of defaming President Hichilema and inciting violence. ","The Fact Checking process has determined as true the claim that UPND Youth National Chairperson Gilbert Liswaniso has threatened to physically attack some Patriotic Front members who he accused of insulting the Head of State, Mr. Hakainde Hichilema. Mr. Hichilema, as leader of the UPND, was elected President of Zambia on 12th August 2021.
In a video obtained from UPND Youths Zambia Facebook Page and fact checked by iVerify, UPND Youth National Chairperson, Gilbert Liswaniso did warn that if any one attacked and insulted President Hichilema on a personal level, they would be beaten and not be free in Lusaka. In a statement issued to the media and obtained by iVerify, Mr. Liswaniso further stated that his warning was directed at the colleagues in the PF whom he cautioned that if they continued to engage in personal attacks on the President, they would be physically attacked.  He advised them to offer positive criticism. Mr. Liswaniso stressed that he did not depend or need to seek police intervention to deal with anyone who attacked and insulted the President but would physically deal with that person.
Considering that the statement threatened violence, iVerify contacted Zambia Police Spokesperson Mr. Rae Hamoonga who acknowledged seeing the video in circulation on social media. He said that citizens needed to understand that no one is above the law to take police matters in their hands. He advised that any person who had any kind of issue should report the matter to Police to avoid political violence.",True,"Jan, 25 2022"
120,"On 10th January 2022, Patriotic Front  member of central committee, who is also the party’s Information and Publicity chairperson , Mr. Raphael Nakacinda was in Kabwata Constituency campaigning for the upcoming by-elections. He was caught on camera saying that “baHakainde tekeni amatako panshi nagovernment yenu, mwambe ukutontonkanya”. On 13th January 2022 Mr. Nakacinda was arrested on allegations that he defamed the president. This issue has brought controversy in the country and several publications have been made on different social media platforms questing if Mr. Nakacinda’s statement is defamatory to the President.","The claim that Patriotic Front (PF) Information and Publicity Chairperson, Raphael Nakacinda, defamed President Hakainde Hichilema when he said “…this is a vote to make sure Mr Hakainde Hichilema should put his buttocks down and think before he takes any action… baHakainde tekeni amatako panshi nagovernment yenu, mwambe ukutontonkanya…” is unproven as the courts of law are yet to maker a determination.  In the Zambian context, the Bemba language proverb/saying “ukuteka amatako panshi” or “teka amatako panshi” simply means “take it easy” or “one should take caution or be careful in their doings”. In the case in question, the PF’s Nakacinda is allegedly to have defamed the President under Section 69 of the Penal Code, which states that: “Any person who, with intent to bring the President into hatred, ridicule or contempt, publishes any defamatory or insulting matter, whether by writing, print, word of mouth or in any other manner, is guilty of an offence and is liable on conviction to imprisonment for a period not exceeding three years.” ",Unproven,"Jan, 25 2022"
121,"On 30th December 2021, the Patriotic Front Facebook page published an article with a video, claiming that UPND cadres destroyed Senanga Katuya Police post demanding that the officer in charge be transferred because he is not from the region.","The fact checking process has determined as misleading the claim that UPND cadres destroyed Katuya Police Post in Senanga demanding that the Officer in Charge be transferred as he is not from the region. The posted video on the Patriotic Front Facebook page depicts a mob stoning Katuya Police Post and some people forcing themselves inside the police post. The video does not show anyone wearing political party regalia. The iVerify fact checking team called Deputy Police Spokesperson Mr. Danny Mwale, who confirmed that a mob rioted in Senanga, damaging Katuya Police post window panes and doors, as well as the windscreen of the police station motor vehicle registration number ZP 2560 B. As a result of the stoning, one member of the neighbourhood, Mr. Kafanga Kafanga got injured and sustained a swollen knee after being hit by a stone from the mob. Four people have been detained by police for the offense of malicious damage to property and riotous behaviour. Mr. Mwale also shared a police statement that was made by the Western province Commanding Officer Mr. Fwambo Siame. The iVerify team further phoned a Senanga based journalist, Mr. Marcus Brian Sakubita who said the riotous behaviour was linked to murders recorded in the district from March 2021 to December 2021. Despite the arrest of people connected to the killings, nothing much has come up in terms of public information on who is behind these ritual killings. Sakubita added that, the community demanded that all the Police officers in Senanga be transferred and replaced with different ones. He emphasized that the happenings had nothing to do with tribalism, politics or regionalism, it is about the ritual killings.",Misleading,"Jan, 12 2022"
122,"On 7th January 2022, Mr. Francis M. Libanda of United Progressive Party (UPP) officially addressed a letter of withdraw and also indicated his wish to resign his candidature from the set 20th January 2022 Kabwata constituency by election.","The Fact Checking has determined as true the claim, that Mr. Francis M. Libanda, a parliamentary candidate for United Progressive Party (UPP) in the forth coming Kabwata by election, has withdrawn from the race. However, iVerify Zambia reached out to the Electoral Commission of Zambia in an effort to find out if there are any implications as a result of the withdrawal both on the candidate and the by election. Through a press statement held on the 10th January 2022, the Electoral Commission of Zambia confirmed the receipt of the withdrawal and resignation letters on the 7th and 10th January 2022 respectively. The Commission clarified that an election withdrawal before the Nominations does not any influence the election, while a resignation of a candidate after the Nomination process invokes the provisions of article 52(6), therefore requires the cancellation of election and calls for a fresh nomination for eligible candidates by the ECZ. Further the Electoral Commission of Zambia has cancelled the 20th January 2022, Kabwata Constituency Parliamentary by-election as a result of the letter dated 10th January 2022, submitted by Mr. Libanda which invokes the provisions of the Constitution of Zambia.",True,"Jan, 10 2022"
123,"On 23rd December, 2021, UPND Image Builders for a Better Zambia Facebook page posted an image of a defective road which they alluded was constructed by the former ruling Patriotic Front government. In the image attached to the claim, the article alleged that resources were plundered by the PF government in the construction of a substandard road that was peeling off.","The Fact Checking process has determined as false, the claim that the image of the defective road posted by UPND Image Builders for a Better Zambia, was constructed by the former ruling Patriotic Front government in Zambia. A google reverse image search done by iVerify to confirm the source of the image revealed that the image was first posted on Twitter by chief Erican with the Twitter handle @ericanSA on the morning of Saturday, November 7, 2020. The write-up that accompanied the picture was “This is the newly unveiled Road in Zeerust in North West, South Africa”. iVerify further referred to a news report from a South African media house, News24.com, that similarly reported that the image of the peeling road is of a road in South Africa linking South Africa and Botswana. Therefore, the image of the defective road as posted by UPND Image Builders for a Better Zambia, was not constructed by the former ruling Patriotic Front government in Zambia, but is a road in Zeerust, North West, South Africa, linking South Africa and Botswana.",False,"Jan, 07 2022"
124,"On 5th January 2022, Splendid Life TV Facebook page published a story claiming that the Zambia National Team are going to the Africa Cup of Nations because Zimbabwe has been banned. In 2021, the Federation Internationale de Football Association (FIFA) said that a ban may be imposed on Zimbabwe unless the elected FA regained control of the sport from the government-appointed organization by 3rd January 2022.","The fact checking process has determined as false the claim that Zambia is going to the AFCON following Zimbabwe’s ban from the tournament. The Football Association of Zambia (FAZ) has not issued a statement on the matter, and there has been no official statement from FIFA.  FAZ Communications Manager, Mr Sydney Mungala told the iVerify fact checking team that the story concerning the matter should be treated as a rumor until FAZ issues an official statement when the matter is resolved. The Zimbabwe National Soccer team is already in Cameroon’s Bafoussam City where they are expected to play Senegal on 10th January 2022. Furthermore, Confédération Africaine de Football (CAF), which is the governing body of African Football, has not made any changes on their official website concerning the AFCON match fixtures as Zimbabwe is still set to play Senegal on 10th January 2022 and according to Mr Mungala, the Zambia National Soccer team is not in camp to prepare for the AFCON as none of the national team players has been called for the international duty, the players are still with their respective Football clubs.",False,"Jan, 06 2022"
125,"On 30th December 2021, Ask Muvi TV Facebook page published an article claiming the Government of the Republic of Zambia had banned all New Year’s Eve events such as overnight prayers and other public celebrations due to the recorded increase in Covid-19 cases. The article was also trending on various social media platforms because from the beginning of the 2nd quarter of 2021, the country has recorded the highest number of Covid-19 cases and here has not been any official statement to lock down the country. ","The Fact-Checking Process by iVerify Zambia has established as false the claim in the news article published by Ask Muvi TV Facebook page that the Government of the Republic of Zambia has banned all the New Year’s Events. The news article stemmed from the statement issued by the Provincial Local Government Officer for Southern Province, Mr. Amusa Zaza on 30th December 2021, directing all Town Clerks and Council Secretaries in Southern Province to immediately stop issuing gathering permits to churches and other institutions such as bars, night clubs, markets, and bus stations in their districts until further notice. The statement stated that the directive was due to the high number of Covid-19 cases recorded by the Ministry of Health, and the anticipated public gatherings to celebrate the beginning of the new year would act as super spreaders of the virus. However, the fact checking process has established that Mr. Zaza’s directive only applied to Southern province and not the entire country as the released statement was addressed to Town Clerks and Council Secretaries in the Province.
The Ministry of Local Government and Rural Development, Permanent Secretary-Technical Services Mr. Wisdom Bwalya, issued a Press Statement on the same day withdrawing the circular that was issued by Mr. Amusa Zaza. Mr. Bwalya stated that the withdrawal of the circular was intended to allow further consultation with all the line Ministries and Stakeholders before a government position on gathering to celebrate the beginning of the new year could be announced to the public.
 It is therefore not true that the Government of Zambia through the Ministry of Local Government and Rural Development has banned all the New Year’s Eve events by churches, bars, night clubs, markets, and bus stations on 31st December 2021. Instead, the statement that was issued in the Circular and later withdrawn, was only directed to all Town Clerks in Southern province until further consultations were done.",False,"Jan, 01 2022"
126,"Following the publication on 18th December, 2021 of reports that the Anti-corruption Commission(ACC) had arrested and charged Margaret Chisela also known as Faith Musonda for being in possession of property suspected to be proceeds of crime contrary to the Laws of Zambia, citizens raised questions on the implications of her re-arrest considering Ms. Musonda and the ACC had entered into a settlement in October 2021. The arrest in December was in connection
with being in possession of a property namely a house, number C5,1,D4-B in Lusaka’s Kingsland City, property reasonably suspected of being proceeds of crime contrary to Section 71 sub section 1 of the Forfeiture of Proceeds of Crime Act No. 19 of 2010. It is alleged that on dates unknown but between 1st August 2020 and 30th June 2021 in Lusaka jointly and whilst acting together with persons unknown, Ms. Musonda did acquire a house, number C5,1, D4-B in Kingsland City in Lusaka at a value of US$185,000. This story was also posted on other Facebook pages like Storm Media Zambia and Zambia Reports. ","The fact checking process has determined as false the claim that the settlement Faith Musonda signed with the law enforcement agencies in October 2021 grants her some kind of immunity that prevents her from being arrested or charged for other offences. The correct position is that the settlement between Ms. Musonda and the state not to prosecute her only restricted to the K65 million, US$57,900 and a house surrendered to the State. The settlement does not mean that she is immune from being investigated and prosecuted for any other offences which she may have committed.
The Anti- Corruption Commission (ACC) Spokesperson, Queen Chibwe gave an official statement in which she clarified that, “ the settlement between the State and Ms. Musonda which was signed in October this year not to prosecute her was only restricted to the K65 million, US$57,900 and a house which were surrendered to the State pursuant to Section 80 of the Anti-Corruption Act number 3 of 2012.” In the statement, Ms. Chibwe further clarified and emphasized that, “the settlement was restricted to the true disclosure of the above funds and property but did not give her blanket immunity from being investigated and prosecuted for any other offences she may have committed”. “We wish to state that Commission continued with its investigations and discovered that Ms. Margaret Chisela Musonda owns other properties suspected to be proceeds of crime. As a result, she was detained on 15th December 2021 and arrested on 16th December 2021 in accordance with the Laws of Zambia,” she said.",False,"Dec, 25 2021"
127,"On October 5th, 2021, the Candidates Facebook page published a post claiming that the Food Reserve Agency (FRA) – a Government agency mandated with stabilizing food prices through a strategic grain reserve – had stopped buying maize, leaving farmers stranded. The FRA is required to purchase, store, and release equities in the market during times of food crisis and other types of disasters that cause price volatility. Zambia has been experiencing some unexpected rainfall in various regions of the country since October 1st, prompting many farmers with bags of maize stationed at depots to question the agency’s decisions.","The fact-checking process has determined as true the claim that the Zambia Food Reserve Agency stopped buying maize from farmers, leaving some of them stranded. According to an official statement issued by the Food Reserve Agency on October 5, 2021, the agency had stopped purchasing maize from farmers. The agency, according to the statement, stopped buying maize from farmers because it had already met its target. On the same day the statement was released, the iVerify Team spoke with John Chipandwe, the Food Reserve Agency’s Public Relations Coordinator, who confirmed that the agency’s goal of stocking 500 000 metric tons of maize, as outlined in the 2019-2021 Strategic Plan, had been met. He also revealed that some bags of maize were damaged as a result of staying at the depots for too long under unfavourable weather conditions. The iVerify Team reviewed the FRA Strategic Plan for 2019-2021, which states that 500,000 metric tons of maize should be stocked annually for strategic reserves. However, on October 19, 2021, the Minister of Agriculture, Mr Reuben Phiri, made a statement in Parliament stating that, rather than allowing the FRA to stop buying maize at the set limit of 500 000 metric tonnes, the Government has allowed the agency to buy more maize. FRA Board Chairperson Kelvin Hambwezya stated on October 26th, 2021, during FRA’s field day at Chongwe District Main Depot, that the agency has purchased 875 000 metric tonnes of maize and that the purchase is still ongoing. He went on to say that the buying of maize had come to a halt because farmers were bringing maize at the same time, and the agency could only buy a certain amount at a time. Chola Kafwabulula, the FRA’s Chief Executive Director, stated that the agency has rented storage facilities from the private sector to accommodate 1.1 million metric tonnes of maize.",True,"Dec, 18 2021"
