Claim,Evidence,Label,Date,URL
Dutch National born in Nigeria Wiebe Boer declares his intention to contest for Plateau governorship.,"Findings by The FactCheckHub show that the image of the man in the poster is that of Wiebe Boer, Chief Executive Officer of All On, an off-grid energy investment company in Nigeria. Boer was born and brought up in Jos, North Central Nigeria to Dutch missionary parents, reports say. His father and mother came to Taraba State, Nigeria, in 1966 as missionaries to spread the gospel and engage with the Nigerian church and leadership. He also authored a book: “A Story of Heroes and Epics: The History of Football in Nigeria.” However, checks by The FactCheckHub show that the claim indicating that he has joined the Plateau governorship race is FALSE. When contacted, most social media handles spreading ‘the news’ could not provide any source to where he made the declaration. A keyword search on the internet also gave no result of where he made the declaration. In a statement posted on his LinkedIn account on Monday, May 9, 2022, Boer debunked the viral news that he has joined the Plateau state governorship race. “It has come to my attention that posters implying that I am running for Governor of Plateau State under the name of Yohanna Maigona have gone viral. I am categorically stating that I have no intention of running for political office in Nigeria, and I am not eligible to do so. “The only truth to the insinuation is that I was born in Jos and raised in Taraba and Plateau States to Dutch missionary parents and have spent the last 12 years living in Lagos and serving Nigeria and Nigerians in various capacities. I have always been a staunch believer in the potential of Nigeria and will continue to support the country’s development from the sidelines,” he wrote.",FALSE,10-05-2022,https://factcheckhub.com/no-dutch-national-wiebe-boer-did-not-declare-for-plateau-governorship-race/
Women hold more than 50% of the  voting population.,"Finding by The FactCheckHub shows that the claim is false. According to the voters statistics available on the official website of the Independent National Electoral Commission (INEC), the body responsible for all electoral matters in the country, it states clearly, that women hold 47.1% of the total voting population of the country, while men hold 52.9%. This is further confirmed in the data request response from the office of the INEC Chairman which shows that registered women voters are 39,598,645 million of the total 84,004,084 million registered voters.",false,28-04-2022,https://factcheckhub.com/saraki-makes-false-claims-about-voting-population/
Omoyele Sowore and Farook Kperogi Endorses Peters Obi For President,"Checks by The FactCheckHub show that the claim is FALSE. Findings by The FactCheckHub revealed that Omoyele Sowore, who is also a presidential aspirant in the upcoming Nigeria’s 2023 general elections, has denied the claim. Sowore, in a tweet on his verified Twitter page, stated that the claim that he said Peter Obi is not corrupt is completely false. The news being circulated that I said @PeterObi is not CORRUPT is completely FALSE! I never said such a thing. My position is clear, Peter Obi is not different from his colleagues in @OfficialPDPNig and @OfficialAPCNg. They are one and the same! Thank you! pic.twitter.com/1DtcuTYuz5 — Omoyele Sowore (@YeleSowore) March 26, 2022 Similarly, The FactCheckHub checked the Facebook page of Farooq Kperogi, a US-based Nigerian professor and columnist, who was also purported to have endorsed Peter Obi’s presidential ambition. From his page, it was revealed that the only post made on Peter Obi’s ambition was shared on Friday, with the caption, “Peter Obi: Applying to Be Driver of a Knocked-Out Car.” Kperogi, however, ended the post with a caveat that the post does not in any way means an endorsement of Peter Obi. “This is not, by any means, an endorsement of Obi’s presidential bid. It’s simply an acknowledgement that Nigeria has a virile option in him,” the caveat reads.",FALSE,26-03-2022,https://factcheckhub.com/claim-that-sowore-kperogi-endorsed-peter-obi-for-president-is-false/
A truck carrying brooms to Abuja ahead of the APC National Convention had an accident.,"Checks by The FactCheckHub show that the image has been on the internet since 2018. A Google Reverse Image Search on the image shows that the image first appeared on the internet on November 17, 2018, when it was posted on a Facebook page, Hope for Nigeria, as archived here. According to the caption then, the image was said to be of a trailer carrying brooms meant for APC political campaign, which had an accident along the Lokoja-Abuja expressway. It was also posted on Nairaland on November 18, 2018, as archived here.",FALSE,11-02-2022,https://factcheckhub.com/old-photo-of-accidented-truck-laden-with-brooms-resurfaces-online/
APC candidate leads in seven LGAs.,"Findings by The FactCheckHub show that the claim is false, as the official result revealed that the APC candidate is yet to win a single LGA. As at 3pm, November 7, Media reports show that Chukwuma Charles Soludo, candidate of the All Progressives Grand Alliance (APGA) has cleared 10 of the 11 LGAs results that have been announced so far by the Independent National Electoral Commission (INEC). The collation of results is ongoing.",FALSE,07-11-2021,https://factcheckhub.com/claim-that-apc-candidate-leads-in-seven-lgas-is-false/
"The image shows chairman of the All Progressives Congress (APC) in Anambra state Basil Ejidike, after the party lost at his local government.","Findings by The FactCheckHub show that the claim is false, as the image has been on the internet since 2017. It has been used to illustrate different stories and incidents. In one instance in 2017, he was a man who pretended to have fainted after finding out the woman he assaulted is a Policeman’s wife. In another instance in 2020, he was a man who found out his stimulus (COVID-19) cheque was going towards child support. Furthermore, The FactCheckHub findings show that at the time the tweet was made, the the PDP was yet to win any LGA in the state. Media reports here and here show that the All Progressive Grand Alliance (APGA) won in all the seven LGAs released so far.",FALSE,07-11-2021,https://factcheckhub.com/anambradecides2021image-does-not-show-apc-chairman-collapsing-after-losing-lg-to-pdp/
The video depicts APGA officials thumb-printing multiple ballots papers at the November 6  Anambra poll.,"Findings by the FactCheckHub show that the claim is false, as the video has been in circulation months before the Anambra election. The FactCheckHub traced the video to a Facebook post made in April 2021 by Ekens Foundation International which captioned it with “Nigerian credible election: How would the 2023 general election be in Nigeria.” Therefore, the video could not have been from the November 6 election as stated.",FALSE,06-11-2021,https://factcheckhub.com/anambradecides2021-were-apga-officials-recorded-thumbprinting-in-viral-video/
From the post the following claims were established:,"CLAIM 1: 84 million Nigerians registered for the 2019 general election Data show that the claim is TRUE. According to the data gotten from the Independent National Electoral Commission (INEC) website, 84 million (84,004,084) Nigerians registered for the 2019 general election. CLAIM2: 28 million Nigerians voted in the 2019 general election Findings show the claim is MOSTLY TRUE; This is because the number of people who voted is slightly higher than the number Moghalu gave. Although, Moghalu did not specify if he was referring to the presidential election but the data obtained from the INEC on the 2019 general election show that a total of 28.6 million (28,614,190) votes were cast in the last presidential election. A screenshot of the summary of voters statistics of the 2019 presidential election in Nigeria by INEC.",TRUE,30-04-2021,https://factcheckhub.com/checking-moghalus-claims-on-voters-turn-out-for-nigerias-2019-general-election/
"

","Checks by the FactCheckHub revealed that the video is MISLEADING as it has been doctored. The event in the video is not part of the 2020 Ondo state election coverage. Combing the social media shows the same video with different locations stated on the bottom right side where locations of event is written. One of the videos stated that the disruption happened in Akure South. Another stated that the disruption happened at a polling unit in Owo while another stated that the event happened in Asaba. The difference in location on the same video content said to have been broadcasted LIVE is a red flag that indicated that the video have been doctored. The same video showing different locations. What is the story behind the video? Channels Television has reacted to the viral video and labelled it as “Fake News”. The TV station tweeted that the video is doctored and it is not part of its coverage of the Ondo 2020 Governorship Election. They further stated that the original video happened a few years ago and provided a link to it . “The events playing out in the video is from an incident in Delta State two years ago”, the tweet reads. The accompanied link leads to a video uploaded on Youtube on October 3, 2018. The video is titled “Gunshots, Violence Disrupt Delta PDP House Of Reps Primary”. Asaba is the location written on the original video at the bottom’s right hand corner. This means that the video that resurfaced online is two years old and as such could not have been an event that happened at a poling unit in Ondo in October 2020. A look at the various videos in circulation shows people within a blue and white fenced location. In addition, there are several white canopies. However, two canopies standing side by side with what appears to be a human figure standing on top of one can be seen in all the videos in circulation. Also, the canopies are beside an arched-doorless door painted white. FAKE NEWS",FALSE,10-10-2020,https://factcheckhub.com/ondo-election-doctored-video-circulates-online-that-akeredolus-wife-was-injured-at-polling-unit-as-violence-erupts/
"That the ZLP candidate in the Ondo state gubernatorial election, Agboola Ajayi, withdrew from the poll.","The FactCheckHub reached out to Babatope Okeowo, the Chief Press Secretary to the Deputy Governor of Ondo State, Agboola Ajayi, to verify the image and viral WhatsApp post. In his brief response to the FactCheckHub’s enquiry via his WhatsApp number, he stated that it’s “fake news”. Similarly, Comrade Allen Sowore, the Media Adviser to the Deputy Governor (Agboola Ajayi), in a press statement on Saturday also debunked the post and withdrawal letter. “Again, the attention of the Deputy Governor and candidate of the Zenith Labour Party (ZLP), Agboola Ajayi has been drawn to a forged resignation letter from the Governorship Election holding today, Saturday- 10 October, 2020…” “For the umpteenth time, and for the purposes of clarity and emphasis, the Deputy Governor and candidate of ZLP, Agboola Ajayi will not resign or back out from the race he’s winning ultimately. “The general public, members of our great party and most importantly the electorate should therefore disregard this latest antics…” the statement reads in part. The FAKE letter of withdrawal. Further findings by the FactCheckHub show that the image (ZLP letter) announcing the withdrawal of Ajayi from the poll was not dated. It also noted that the letter was signed by Ajayi, instead of the party’s state chairman, as obtained normally. In addition, Dr. Kola Ademujimi, the Director-General of Agbo/Gboye Campaign organisation, the ZLP candidate’s campaign organisation, also corroborated the FactCheckHub’s findings in a statement released to newsmen on Saturday (October 10). In the statement titled: ‘Disregard their propaganda & lies of withdrawal of H.E, Hon. Agboola Ajayi from the governorship race’, he said; “This is entirely false! A letter without a date and bearing a falsified signature of our candidate on the letter-headed paper of ZLP cannot deter our resolve to vote out the anti-people forces.” He added: “Please note that Hon. Agboola Ajayi deos not sign letters on the ZLP letter-headed paper as he is not the Chairman of the party.”",FALSE,10-10-2020,https://factcheckhub.com/claim-that-agboola-ajayi-zlp-candidate-for-ondo-governorship-poll-withdrew-from-the-race-is-false/
"That after the Edo governorship election, Osagie Ize-Iyamu  begged Godwin Obaseki, his opponent to return to the All Progressives Congress (APC).","Findings by the FactCheckHub revealed that Linda Ikeji’s blog and other news websites relied on an old video in writing the report. Earlier, Ize-Iyamu was seen in a video posted here appealing to Godwin Obaseki, his opponent to return to the APC although the video was released three months ago, before the election took place. Similarly, the Director of Communication and Media of the Osagie Ize-Iyamu Campaign Organisation, John Mayaki, in a reaction to the media report, stated that the news is not true. He added that the video in circulation was released three months ago. He also stated that Ize-Iyamu has not addressed the press after the election. The misleading report on Linda Ikeji’s blog.",MISLEADING,24-09-2020,https://factcheckhub.com/media-reports-that-ize-iyamu-begged-obaseki-to-return-to-apc-are-misleading/
"That Osagie Ize-Iyamu has accepted defeat for the 2020 Edo governorship election and has congratulated his opponent’s party, the PDP.","The FactCheckHub findings revealed that the Punch newspaper, in writing its report, relied on a tweet from a fake Twitter account (@ize_osagie), masquerading as belonging to Osagie Ize-Iyamu, the APC candidate in the Edo election. The media house wrote the news based on what was obtained from the parody account with the username @ize_osagie. The real Twitter account belonging to Ize-Iyamu is",FALSE,20-09-2020,https://factcheckhub.com/edo-election-report-that-ize-iyamu-congratulated-pdp-his-opponents-party-is-false/
"That an image shows a former APC National Chairman, Adams Oshiomhole voting for the PDP in the 2020 Edo Governorship election.","The FactCheckHub findings revealed that the picture depicting Oshiomhole voting PDP has been manipulated. A Google Reverse Image search shows the same image posted by Premium Times Centre for Investigative Journalism, @ptcij. The image was showing the back of the ballot paper unlike the front as shown in the viral image. Thus, the party he voted for cannot be seen. @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020 pic.twitter.com/Qyfx8kVK3P — Premium Times Centre for Investigative Journalism (@ptcij) September 19, 2020 The original picture of Adams Oshiomhole dropping his ballot in the box. In addition, a video of the same event posted by a Twitter account, APCYF South West also showed that the viral image was manipulated. In the video, it was the back of the ballot paper that was shown. [VIDEO NEWS]@EdoStateAPC leader and the former national chairman of @OfficialAPCNg comrade Adams Oshiomole casts his ballot! No tension…… #EdoDecides2020 @deleyewilliams @APCUKingdom @Equityoyo @abeegunde1 @apcghanachapter @jarmari01 @gloria_adagbon @OgbeniCzar @CJodogwu pic.twitter.com/GHlsVo4w4o — APCYF South West (@apcyouthomoodua) September 19, 2020",FALSE,19-09-2020,https://factcheckhub.com/edo-election-false-image-circulates-online-that-oshiomhole-voted-for-pdp/
"A Twitter user, @omoelerinjare, posted a video stating that the INEC collation officer deployed to Obingwa LGA in Abia State was brutalised by PDP thugs for not allowing them to change election results.","According to Radio Nigeria’s report, INEC’s office in Obingwa Local Government of Abia state was attacked last Sunday. Some of its officials were held hostage in connection with the collation of results. The incident has prompted INEC’s review of the result. However, the NFC could not ascertain if they were thugs from any particular political party.",PARTLY CORRECT,21-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A broadcast message circulated on social media, particularly WhatsApp, implies that the INEC’s presiding Officer for Abia state, Professor Nnenna Oti, stated that the INEC Chairman, Professor Mahmood Yakubu “directed” her to influence election results in Abia state.","The alleged statement is found to have been doctored and altered. Although Ms Oti made a statement before calling on her administrative secretary to read the INEC’s press release suspending the election, she never insinuated foul play, as stated in the viral post. A 13-minute-long video report by TVC contains her actual statement. The INEC chairman and her administrative secretary debunked the claims when the NFC contacted them. Rotimi Oyekanmi, Chief Press Secretary to INEC, has also issued a rebuttal debunking the claim.",INCORRECT,21-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"Twitter users have shared a video claiming that police officers colluded with PDP thugs and INEC ad-hoc officials to whisk away ballot boxes in ward 20, polling unit 042, Port Harcourt Local Government Area (PHALGA) of Rivers state, during the governorship elections.","From the NFC’s footage review, the police officers did not engage the INEC officers. Also, CODE observer Evelyn Williams, in Rivers state, confirmed to the NFC that thugs snatched ballot boxes in some local government wards in Obio-Akpor and PHALGA. Still, there were no reports of police officers’ involvement. Meanwhile, the NFC discovered that voting results from the polling unit had been uploaded on the IReV portal. According to the results, PDP polled 85 votes, LP got six, and Action Democratic Party (ADP) scored four. The Social Democratic Party (SDP) and the Action Party (A) received two votes each.",UNPROVEN,21-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Naija news report claiming that Anambra state governor, Chukwuma Soludo, has threatened state residents that “there will be consequences for not voting APGA” has been circulating on social media.","The report is based on a viral video, which shows Soludo discussing with a few people in Igbo language, standing in front of the Anambra State government House. The governor told a story claiming that Micheal Okpara, the premier of the Eastern Region in the First Republic, unearthed pipes his government laid in Inyi because the town did not vote for his party NCNC. Soludo concluded, “there must be a consequence, and there must be a reward.” We analysed the video on InVID and its metadata confirmed that it is recent. In a different video, Soludo promised to cooperate with only APGA state assembly members.",CORRECT,21-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A social media user, @JohnFanimokun, shared a video on Twitter claiming that the All Progressives Grand Alliance and Labour Party supporters clashed in Anambra state on Saturday.","Using Google Earth, the NFC performed a geo-location on the video and discovered it was captured at Shadia Onanuga street, Abule-Ado, in Lagos state. Also, an INVID analysis of the video showed that it appeared recently, during the elections. Also, the female voice-over alleged that the violence distracted voters.",INCORRECT,20-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, Habibu Abdulwahab (@sarkiabdulwahab), claims that at just 23 years of age, Mr Muhammad Adamu Oyanki has been elected to represent Doma North at the Nasarawa state House of Assembly.","Based on the final list of House of Assembly contestants released by INEC and published by Premium Times, Mr Muhammad Adamu Oyanki, contesting under PDP, is 26 years old, not 23. As of 10 am today, INEC is yet to release the results of the Nasarawa state HOA elections.",INCORRECT,20-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, @chukzwrld, shared a video claiming that Enugu residents camped in the INEC office on Monday, 20 March 2023, “demanding the restoration of their stolen mandate!”","In the video, protesters sang and prayed in Igbo, a language widely spoken in Enugu state, and they held posters of the Labour Party (LP) governorship candidate in Enugu, Chijioke Edeoga. Enugu-based journalists confirmed the incident saying they are LP supporters protesting due to allegations of manipulation of the governorship election results of two outstanding local government areas – Nsukka and Nkanu East. In response, the Independent National Electoral Commission (INEC) announced the suspension of collation in those local government areas.",CORRECT,20-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
The Nigerian Tribune reports that Peter Mbah of the Peoples Democratic Party (PDP) has won the Enugu State gubernatorial election.,"The Independent National Electoral Commission (INEC) has suspended the collation of results in the state. The commission said the suspension was to review results from two outstanding LGAs of Nsukka and Nkanu East. As of 3:29pm on Monday, INEC had yet to complete the review. It has also not announced the winner as claimed.",MISLEADING,20-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"Twitter users claim Alex Otti, Abia state governorship candidate of the Labour Party, has been declared the winner.","Voting data available on the result viewing portal (IReV) of the Independent National Electoral Commission (INEC) shows results from 1,844 polling units in the state, out of 4,062, have been uploaded as of 9:30pm on Saturday. Also, the purported declaration of the candidate as the election winner has not been published by any credible media platform. The CODE election observer in the state, Ugochukwu Favour, told the NFC on Saturday at 11pm that collation is still ongoing at the ward level. Thus, a winner is yet to be declared.",INCORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, IperuBoy (@Iperu_Boy), claims that the APC gubernatorial candidate in Ogun State, Dapo Abiodun, led thugs to snatch ballot boxes at Iperu, Ikenne local government.","Punch Journalist Ojuroungbe Sodiq, who was at the scene, stated that although thugs snatched ballot boxes, it was difficult to ascertain who was responsible. Also, Mr Abiodun did not appear in the pictures attached to the tweet.",MISLEADING,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
A Twitter user claims Hon Anthony Chinasa Abiola is Yoruba representing Umuahia Central Constituency in Abia State House of Assembly under the Labour Party.,"In a 1:10 minute YouTube clip by Television Continental (TVC News), Mr Chinasa clarified that he is not Yoruba. Chinasa, who spoke from 0:34 onwards, added that he is not of mixed ethnicity but fully Igbo.",INCORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"Twitter user, Kelechi Favour (@kclove_diamond), shared an AIT video capturing a staff of the Independent National Electoral Commission (INEC) caught with ballot papers and election materials in Olamaboro, Kogi State.","The NFC contacted a Connected Development (CODE) observer, Umar Muhammed, in Kogi, who confirmed that the incident occurred. He explained that the man alleged a local government Chairman directed him to commit the act. The video is featured on AIT Live’s YouTube page.",CORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, Chinaza #PeterObi-HypeMan (@MuchTalksBlog1), claims that Wasiu Ayinde, Nigerian Fuji singer, was among the thugs who came to disrupt the election on Saturday.","The one-minute-long video the claimant shared did not show that the Fuji singer was present at the location. Additionally, no reports from any credible media platform suggest or disclose Mr Ayinde’s role in ballot snatching during yesterday’s election. Reacting to the allegation, Kunle Rasheed, the singer’s spokesperson, debunked the claims on his Facebook page, reiterating that Mr Ayinde will never partake in such an act nor endorse it.",INCORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, TIFE (@ZeekiHodl), claims that Olumide Oworu is not the INEC approved Labour Party’s candidate for Surulere, Lagos state House of Assembly.","Premium Times’ report revealed that Mr Oworu was not included in INEC’s final list of contestants. This was also confirmed by Daily Trust’s report, which stated that Mr Adebayo Bode is the approved LP’s candidate for Surulere 1 Constituency.",CORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"Viral social media posts claim a young man defeated the incumbent speaker, Yobe State House of Assembly, Ahmed Lawan Mirwa, in the polls.","A report by TheCable confirms that the current speaker of the Yobe State House of Assembly, Mr Mirwa, lost his reelection bid for the Nguru state constituency II. Musa Lawan,  the candidate of the Peoples Democratic Party (PDP), won instead. Mr Lawan polled 6,648 votes, while Mr Mirwa got 6,466 votes. Mr Lawan’s details on the INEC list showed that he is 32 years old.",CORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, @Theoladeledada, claims that Oladipupo Olatunde is the governor-elect of Ogun state.","Checks on the Independent National Electoral Commission (INEC) website show that Oladipupo Olatunde Adebutu is the governorship candidate of the PDP in Ogun state. When the NFC contacted Oluwaseyi Afolabi, CODE observer in Ogun state, she clarified that as of 3:30 pm today, no winner had been declared at the INEC collation centre in the state. Meanwhile, voting data on INEC’s result viewing portal (IReV) shows that, as of 3.05 pm, results from 4,931 polling units out of 5,042 in the state have been uploaded.",INCORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user @goldmyneTV posted a video of people celebrating in Yola, claiming that Aishatu Dahiru, popularly known as Binani, has become the first female governor to be elected.","INEC did not announce Binani as the governor-elect of Adamawa state. According to the Premium Times report as of 4pm on Sunday, only ten local governments have been announced out of Adamawa’s 21 local governments. In the report, PDP’s candidate and incumbent governor, Ahmadu Fintiri, currently leads with 186,536 votes, while APC’s Binani has 179,264.",INCORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
Social media users claim a man named Chude has been kidnapped by the State Criminal Investigation Department in Anambra state.,"Chude (Nnamdi Chude), is a vocal voice for the Labour Party and Peter Obi on Twitter. The Public Relations Officer of Anambra State Police Command,  Ikenganyia Tochukwu has not replied the NFC’s messages. However, Prof Chukwuma Charles Soludo, the governor of Anambra State, confirmed that Chude was arrested on 18 March 2023 in Anambra by the Cyber Crime Unit of Interpol and taken to Abuja.",CORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, @DeeOneAyekooto, claims that Jigawa State’s final results have been declared as follows: APC 460,302; PDP 275,776.","As of 6:29pm on Sunday, results on INEC’s IReV show that only 11 LGA results have been uploaded out of 27 LGAs. Also, no credible media platforms have reported the final results in Jigawa state.",INCORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, @ObrusMados, claims that Shittu Rukayat is the youngest member of the state House of Assembly in the whole of Nigeria.","Yusuf Adebisi, a lawmaker in Oyo State House of Assembly, was the youngest state legislator when he was elected in 2019 at age 25 to represent Ibadan South West Constituency 1. However, Shittu Rukayat, 26, who was declared winner of the Kwara State House of Assembly election, is the youngest state legislator to be elected in 2023.",CORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
Twitter users have shared a photo of people holding placards and protesting against Igbos in Lagos. The photo was shared in connection with pockets of clashes in Lagos during the governorship election on Saturday.,"TinEye and Google reverse image searches show the picture has been on the internet since 2015 and is unrelated to Saturday’s elections. The photo was shared on Nairaland, a Nigerian internet forum, in 2015.", MISLEADING,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, @Mmadudili, claims that Labour Party’s candidate, Kelvin Chukwu, has been declared winner of Enugu East Senatorial election.","The Punch Newspaper has reported that former Enugu State governor and Senator, Chimaroke Nnamani, lost his re-election bid to Kelvin Chukwu of the Labour Party.  Leadership Newspaper also confirms Labour Party’s victory.",CORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
"A Twitter user, Love Chijioke (@Realsnowlove1), suggests the PDP scored 30,000 votes in the Enugu State gubernatorial election when less than 13,323 votes were cast in the presidential elections.","The latest report by PREMIUM TIMES (published around 4pm on Sunday) on the Enugu gubernatorial elections indicates that results are still being collated. Results gathered from eight (8) out of the 17 local governments show that PDP had at the time of the report polled 66,907 votes. Meanwhile, PREMIUM TIMES reported  that a total number of 468,891 votes were cast in the presidential election in Enugu state. The PUNCH newspapers also recorded the same report, stating 456,424 as valid votes, 12, 467 invalid, and 468, 891 as the total votes cast.",INCORRECT,19-03-2023,https://factcheckhub.com/live-check-collation-of-votes-for-nigerias-2023-governorship-and-state-assembly-elections-ongoing/
