Claim,Label,Evidence,Date,URL
"efore the novel coronavirus pandemic hit the globe, Nigeria spent 42% of its earnings on debt servicing",Mostly correct,"We asked the former vice president to provide evidence for his claims and for clarifications where necessary. We will update this report when he responds. The first cases of the novel coronavirus outside mainland China were reported in January 2020, according to the World Health Organization. Nigeria spent N2.1 trillion (about US$6.9 billion at the current official exchange rate) to service its debt in 2019, according to the country’s debt management office. Of this, N1.69 trillion ($5.5 billion) was for domestic debt, and N408 billion ($1.3 billion) for foreign debt.  Nigeria’s revenue in 2019 was N4.77 trillion, according to the country’s central bank. This came from sources such as oil and gas, value added tax, corporate tax and custom duty. Taken as a proportion of this revenue, about 44% was spent servicing debt. We therefore rate Abubakar’s figure of 42% as mostly correct. Economist warns debt servicing level ‘unsound’ Economics professor Philip Olomola told Africa Check that while there are “valid reasons” for the debt owed by the government, using nearly half of the country’s earnings to repay it was unsound in the long run. “In the face of dwindling revenue, governments take loans for projects and to keep the country running. However, debt servicing taking over 40% of the country’s earnings is not sustainable,” Olomola, who teaches at the Obafemi Awolowo University, Ife, said.",21/04/2020,https://africacheck.org//fact-checks/reports/covid-19-pandemic-fact-checking-former-nigeria-vp-abubakars-claims-about
"he United Nations Economic Commission for Africa is projecting that Africa’s growth will drop to 1.8%, and perhaps lower",Correct,"The UN’s Economic Commission for Africa focuses on the economic and social development of the continent. Abubakar said it was inevitable that Africa would take an economic hit from the pandemic, and said the agency had already revised growth projections for the region. A spokesperson for the commission, Privat Akochaye, directed Africa Check to a French-language report published in April 2020. This showed that the agency had pared back its growth forecast for the region for 2020, from 3.2% to between 1.8% and 2% in a best-case scenario. But this could shrink to 0.1% or, in a worst-case scenario, to as low as -2.6%. The commission therefore did revise its projections, though these forecasts tend to often change as more information becomes available.",21/04/2020,https://africacheck.org//fact-checks/reports/covid-19-pandemic-fact-checking-former-nigeria-vp-abubakars-claims-about
he price of oil was lower when president Obasanjo and Abubakar assumed office on 29 May 1999 than it is today ..,Mostly correct,"The former VP’s point was that a crash in the price of oil should not automatically “trigger a crisis”. Abubakar took office as president Olusegun Obasanjo’s deputy on 29 May 1999, serving two terms until 2007. In May 1999, the price of Nigeria’s main crude oil export, Bonny Light, was US$16.94 per barrel, according to historical data from the Organization of the Petroleum Exporting Countries. On 8 April 2020, the day Abubakar’s article was published, Bonny Light crude sold at $25.89 per barrel. Strictly interpreted, Abubaka was accurate that the price of oil was lower in 1999. Be cautious when comparing oil prices, says economist But comparing the prices of oil in 1999 and in 2020 should be done with caution, economics professor Philip Olomola told Africa Check. “There is a need to consider economic fundamentals such as the changes in the demand for the commodity,” he said.  “The US for instance was buying more crude oil from Nigeria in 1999 than it is buying today. It’s not just about the price. Even if it rises to $100 per barrel, if there are no buyers, it would make no difference,” he said.",21/04/2020,https://africacheck.org//fact-checks/reports/covid-19-pandemic-fact-checking-former-nigeria-vp-abubakars-claims-about
 yet they paid off Nigeria’s entire foreign debt,Incorrect,"Returning to a familiar 2019 presidential campaign talking point, Abubakar compared debt levels during his time as VP with those of the current administration of president Muhammadu Buhari. When he exited office in 2007, Nigeria’s foreign debt had been “paid off”, Abubakar said. Is this accurate? A highlight of the Obasanjo administration was a debt cancellation deal it negotiated with the “Paris Club”, an informal group of 22 creditor countries. In 2005 the creditors wrote off $18 billion of the roughly $30 billion Nigeria had owed them at the end of 2004. This was 84% of the country’s foreign debt as at December 2004. Nigeria still had to pay $12.4 billion, according to the public announcement by the group, which was made in April 2006. Nigeria also paid its debt to private banks known as the “London Club” in a similar deal. The country’s debt office showed this was done in 2007. But this statement of accounts showed Nigeria’s foreign debt was $3.54 billion at the end of 2006 and $3.65 billion at the end of 2007.  The data shows the Obasanjo government did not settle Nigeria’s foreign debt as the VP claimed. They handed over to a new government in May 2007. That year, Nigeria still spent more than $1 billion to service foreign debts.",21/04/2020,https://africacheck.org//fact-checks/reports/covid-19-pandemic-fact-checking-former-nigeria-vp-abubakars-claims-about
"igeria has devoted N37 billion to renovating the national assembly complex, which was built from the scratch for less than 20% of that amount",Unproven,"Abubakar also faulted the recent approval of a reported N37 billion to renovate the national assembly, which he said was “built from scratch” for less than a fifth of this. Nigeria’s plan to spend this amount, approved in December 2019, is the subject of public debate.  The contract to initially build the national assembly was awarded in February 1996, with construction lasting two and a half years. The company that built it has given the value of the contract as N7 billion. But the value of Nigeria’s currency has depreciated significantly over the years, economics professor Philip Olomola told Africa Check. When comparing the two figures, one “should consider factors such as changes in exchange rate and in the cost of construction equipment and material”, the economist said.  Difficult to do a direct comparison In 1996 the exchange rate was N21.9 to the US dollar. This means about $320 million was devoted to the construction of the complex. In December 2019, when the renovation budget was approved, the official exchange rate was N306 to the dollar, or $121 million.  Olomola said the purchasing power of N7 billion in 1996 is likely to be more valuable than that of N37 billion today.  Building costs higher in 2020 than 1996, says quantity surveying expert The cost of building equipment and material has also generally increased over the years, King Nyenke, a professor of quantity surveying at the Rivers State University, told Africa Check. Nyenke said that if he were provided with the same bill of quantity as in 1996, the cost of building it now “would be higher” than N7 billion. Because of the changes in these fundamentals, it is difficult to know for certain if the repair bill for the national assembly would be less than 20% what it cost to construct it.  So we rate this claim as unproven.",21/04/2020,https://africacheck.org//fact-checks/reports/covid-19-pandemic-fact-checking-former-nigeria-vp-abubakars-claims-about
13 billion was devoted to the State House clinic in the last five years,Incorrect,"The hospital at the president’s official residence is often reported as being ill-equipped and barely functional despite being allocated a large budget every year.  “It is virtually useless as we face the most significant public health challenge of our national life,” Abubakar wrote, claiming that N13 billion was allocated to the hospital in the five years to 2020. A similar claim was published by the Daily Trust newspaper on 6 April. Budget documents of 2016 to 2020 differ The budget allocation to the facility in the 2016 budget – the first of Buhari’s administration – was N2.83 billion. It dropped to N331.7 million in the 2017 budget before rising to N1.03 billion in the 2018 budget.  In 2019 N799 million was budgeted for the hospital, and N723 million for 2020. The total is about N5.7 billion – less than half Abubakar’s claim. (Note: The amounts released are sometimes less than what's budgeted, but a lack of historical data on budget implementation makes it difficult to know the exact amount that reached the hospital over the period.)",21/04/2020,https://africacheck.org//fact-checks/reports/covid-19-pandemic-fact-checking-former-nigeria-vp-abubakars-claims-about
he N-Power programme has yielded over 2 million direct and indirect employment opportunitie,Unproven,"According to its website, N-Power seeks to give young Nigerians aged between 18 and 35 “requisite skills” and “work experience opportunities”. It was launched in 2016. Both the presidency and the agency that oversees N-Power, the National Social Investment Office, are yet to respond to our requests for the source of these figures.  (Note: Africa Check has for weeks sought this data, but was only directed to a top official who headed the project in Buhari’s first term. He did not work on Mustapha’s speech, he said.)  The most recent numbers on the social office’s website are from a June 2019 update, and are much lower than Mustapha’s. The update said that as of August 2018, some 500,000 graduates were working in sectors like teaching, health, agriculture and tax. The graduates are volunteers but are paid a monthly stipend of N30,000 (about US$98) by the government.  Some 26,000 non-graduates are in training or are interns, the update said. A year later in an August 2019 interview with a national newspaper, Mary Uwais, a top official with the N-Power programme, cited the same numbers.  N-Power beneficiaries ‘unlikely to create multiple jobs’ It is unlikely that N-Power could have created multiple employment opportunities, Dr Anthony Orji, a development economist who teaches at the University of Nigeria, Nsukka, said. This is because it is not really an entrepreneurship programme, he told Africa Check. “I don’t think it can really generate many indirect jobs, because many of the beneficiaries are engaged in teaching in schools and as health workers. “And they are paid N30,000 a month. They can’t build businesses that employ many people.” The programme says it provides training and information on entrepreneurship, but does not break down how many of its beneficiaries have started their own businesses. More details needed about where the jobs are To support its jobs claim, the government should have given details, including where the jobs are located, Orji said. “Ideally, it is the National Bureau of Statistics that should verify and present the numbers from the programme,” he said. But the national data agency does not have any role in the programme including verifying jobs, Dr Isiaka Olanrewaju, the agency’s director of household statistics, told Africa Check.  According to the most recent data, some 55.4% of Nigerian youths between ages 15 to 35 are underemployed or unemployed. This translates to 24.5 million youth who are doing in-between jobs, or have nothing to do.According to the most recent official data, some 43.1% of all Nigerians, or 39.14 million, are either unemployed or underemployed. These numbers, from the third quarter of 2018, are the most recent yet.In the absence of publicly available data showing how the 2 million jobs supposedly created by N-Power are distributed, we rate this claim as unproven.",27/08/2019,https://africacheck.org//fact-checks/reports/no-evidence-big-millions-jobs-claim-nigerian-senior-official
he N-Power programme has lifted over 5 million Nigerians out of extreme povert,Unproven,"Nigeria’s statistics bureau counts anyone living on less than US$2 a day as poor, and as extremely poor if they live on less than $1.25 a day. The most recent nationally representative survey of poverty was in 2009/10. For this, the National Bureau of Statistics drew the absolute poverty line at N55,235 per person per year, with 62.6% of Nigerians (102.2 million) falling into this category. In a preceding survey in 2003/04, some 64.2% of Nigerians were classified as absolutely poor, with the poverty line drawn at N28,837.    There have been more recent attempts at estimating absolute poverty in Nigeria. In June 2018, US-based Brookings Institute caused a stir in Nigeria after it said that the country had overtaken India as having the largest number of people living in extreme poverty. Brookings Institute said there were 87 million such Nigerians in May 2018. In August 2019, this had risen to 94.1 million. The researchers used the UN’s definition of extreme poverty. This is anyone earning less than $1.90 at 2011 internationally adjusted prices, Kristopher Hamel, the CEO of World Data Lab, which calculates the data, told Africa Check in 2018.  (Note: You can read more about its approach here. ‘Officials should produce evidence’ An expert told Africa Check that without open numbers the claim that N-Power has lifted 5 million Nigerians out of extreme poverty is difficult to verify. Dr Olukemi Lawanson, an associate professor of labour and development economics at the University of Lagos said that the government should produce the evidence to support its position. “If the N-Power programme has yielded about 500,000 jobs for graduates, it does not seem likely to me that those jobs could have resulted in lifting up to 5 million Nigerians out of extreme poverty,” Lawanson told Africa Check.  “But then it is possible depending on the kind of jobs and how much they pay. The government should present the facts to prove it.” Lawanson said that if, for instance, a graduate gets a job paying the recently approved minimum wage of N30,000 monthly, they are not likely to be above extreme poverty if they support at least one person, which is usually the case.  “Earning N30,000 in a month comes down to living on about $3 in a day for one person. When you add dependants to it, they all remain in extreme poverty.”",27/08/2019,https://africacheck.org//fact-checks/reports/no-evidence-big-millions-jobs-claim-nigerian-senior-official
Crimes in Cross River state represent 1.1% of the total crime in Nigeria,Incorrect,"Nakanya Iyadim, information officer in the state’s communication’s ministry, confirmed to Africa Check that the governor did make the claims. However the governor’s office did not respond to our queries about the source of the statistics.  The best source to check this claim is the public order, safety and crime statistics compiled by the National Bureau of Statistics (NBS), Dr Isiaka Olarewaju, director of household statistics at the bureau, told Africa Check.  But he said the NBS data “is as reported”. There could be unreported crimes, Olarewaju added. Under-reporting is often an issue.  Dr Ona Ekhomu is president of the Association of Industrial Security and Safety Operators of Nigeria. He told Africa Check that one reason for this is the fear of victimisation by the police.  “The way Nigeria police operates, most times there is little or no care for the victim of crime. It's not very easy to report crime in Nigeria and many incidents go unreported,” Ekhomu said. Other reasons include the perception that the authorities will not help, or because of the nature of the crime, such as sexual assault. The statistics office aggregates data on incidences of crime reported to the police in each of Nigeria’s 36 states and the Federal Capital Territory, the area around the capital Abuja. It has three categories for this:  Offences against people, such as murder, manslaughter, infanticide and rape.   Offences against properties, such as stealing, receiving stolen goods, obtaining property by false pretence, robbery and burglary.   Offences against lawful authority, such as the failure to pay your taxes.   The numbers tell a different story The most recent report on crime statistics was released in June 2018 and covers 2017.  It shows that 134,663 cases were reported to the police in Nigeria in 2017. Of these, 2,163 were reported in Cross River state working out to 1.61% of all reported cases, not 1.1% as the governor claimed.  Were Ayade’s claim correct, then 1,481 cases of crime would have been reported in Cross River.",18/07/2019,https://africacheck.org//fact-checks/reports/nigerias-cross-river-state-among-safest-governor-claimed
Cross River has the least total crime in the country,Incorrect,"The data from the National Bureau of Statistics show Lagos state had the highest number of reported cases of crime, at 50,975 or 37.9% of the total. Kebbi state, in the north west, had the lowest share of total cases reported, with 0.15% of the total. Cross River state had 2,163 reported cases, at least 20 other states had fewer reported cases.   The governor was thus also incorrect with this claim.  The location of the state in the Niger Delta is a red flag, Wale Obydeen, the editor-in-chief of Security Monitor Nigeria, told Africa Check. “Cross River cannot be the most peaceful state. Niger Delta we know is a volatile region and of course we should expect violence,” he said. This is due to oil exploration in the region, and crimes particular to this such as the kidnapping of expatriates. Put crime numbers in context But context is important when comparing crime in different areas. As explained in our guide to understanding crime statistics, comparing absolute crime numbers across regions without factoring in their populations skews comparisons.  Instead, one could work out the reported cases per 100,000 people. When the category of crimes against persons is considered, Cross River’s ratio is 25 reported cases per 100,000 people, placing it eighth out of the country’s states. The state had a population of 3.9 million people in 2016. But working this out for all categories is more difficult, Dr Ona Ekhomu, the president of the Association of Industrial Security and Safety Operators of Nigeria, said. As such crime should be considered “in their silos”, he said.  “It is not good to lump them together. For instance a community that has a lot of crime against property but little crime against person will be considered safer than another that has more of crime against persons,” said Ekhomu. To make it more complicated, Nigeria's population figures are strongly disputed, with a national census last held in 2006. The latest population estimates by states are from 2016 and should be used with caution. Population characteristics should also be considered, Ekhomu said. For example some Nigerian states are more populated but have less crime than neighbouring ones with fewer people.  Further reading: https://africacheck.org/reports/oil-rich-rivers-state-safer-lagos-kano-3-others-governor-claimed/ https://africacheck.org/factsheets/a-guide-to-crime-statistics-in-south-africa-what-you-need-to-know/",18/07/2019,https://africacheck.org//fact-checks/reports/nigerias-cross-river-state-among-safest-governor-claimed
Nigeria ranks 15th in the world for its suicide rate,Correct,"We contacted Kalayjian to check if the statistics were correctly attributed to her. “Yes [for the] suicide rate as per World Health Organization (2016) Nigeria is at 15th in the world,” she said.  In 2018, Africa Check investigated a similar claim that Nigeria had 15 suicides per 100,000 people every year. We found that the accurate crude suicide death rate was lower, at 9.5 suicides per 100,000 people in 2016.  This was according to global mortality statistics from the WHO’s 2016 Global Health Observatory data repository.  The crude suicide rate is the number of suicide deaths in a year, divided by the population and multiplied by 100,000. As Nigeria is one of a number of countries that do not yet have high quality data, the WHO used mortality rate models to determine this rate. 2016 WHO data still the most recent The 2016 global health estimates were still the most recent global data on suicide rates, Oye Gureje, a professor of psychiatry, told Africa Check. He is also director of the WHO mental health research and training centre at the University of Ibadan. The estimates were last updated in 2018. Two estimated mortality rates from suicide are given, namely age-standardised and crude. This is according to Dr Alexandra Fleischmann, a scientist at the department of mental health and substance abuse at the WHO. “For comparisons between countries, age-standardised rates are the most appropriate to look at,” Fleischmann told Africa Check. The age-standardised rate adjusts for differences in the age distribution of the population, assuming a standard population for all countries, she said. “Indeed, according to the GHE for 2016, Nigeria ranked 15th in the age-standardised suicide rate in the world,” Fleischmann said. On this, Kalayjian was correct, even if she had a higher crude suicide rate.",10/07/2019,https://africacheck.org//fact-checks/reports/nigeria-ranked-15th-world-suicide-lesotho-tops-african-list
Nigeria has the highest suicide rate in Africa.,Incorrect,"WHO data shows Nigeria had an age-standardised suicide rate of 17.3 per 100,000 people in 2016, which placed it seventh on the continent.  Lesotho had the highest suicide rate on this score, at 28.9 suicide rates per 100,000 people. On the other side of the scale, Morocco had the lowest. HIGHEST AND LOWEST SUICIDE RATES IN AFRICA* HIGHEST   LOWEST COUNTRY RATE COUNTRY RATE Lesotho 28.9 Morocco 3.1 Cote d'Ivoire 23 Sao Tome and Principe 3.1 Eq. Guinea 22 Tunisia 3.2 Cameroon 19.5 Algeria 3.3 Uganda 20 Egypt 4.4 Zimbabwe 19.1 Libya 5.5 Nigeria 17.3 Kenya 5.6 Eswatini 16.7 South Sudan 6.1 Togo 16.6 Madagascar 6.9 Sierra Leone 16.1 Mauritius 7.3 Benin 15.7 G. Bissau 7.4 Chad 15.5 Mauritania 7.5 *Age-standardised, WHO 2016  Further reading: https://africacheck.org/reports/spectator-index-tweet-exaggerates-nigerias-suicide-rate/ https://africacheck.org/reports/1-5-nigerian-adults-suffer-long-term-depression-world-bank-revises-brief/",10/07/2019,https://africacheck.org//fact-checks/reports/nigeria-ranked-15th-world-suicide-lesotho-tops-african-list
Over 40% of primary school teachers are unqualified,Incorrect,"A brochure on the Oando Foundation’s website states that 44% of primary school teachers are unqualified. Africa Check has asked if the figure includes both public and private primary school teachers but the foundation has not responded.   The National Teachers Institute requires that a teacher has at least a national certificate in education, or NCE, to be qualified to teach in primary school. In 2016, according to federal ministry of education data, 550,262 teachers, or 72% of the 764,596 teachers in both public and private primary schools, had an NCE. This ratio rises to 86% when only public primary school teachers are considered. This means 28% of all primary school teachers, and 14% of teachers in public primary schools, do not have an NCE. We therefore rate the claim as incorrect. ‘Unqualified teachers have nothing to offer pupils’ Julie Ibiam, a professor of childhood education at the University of Nigeria in Nsukka, pointed out that the percentage of unqualified primary school teachers varies across Nigeria’s states, with the northern regions worst affected. “If teachers are unqualified, then what do they have to offer children?” she asked. “These days, there are so many NCE colleges that claim to be approved, but they aren’t. In the university I lecture, there are teachers on sandwich programmes who can’t write proper English.” (Note: In Nigeria, a sandwich programme is study towards a qualification between periods of being at work.) Is the ministry’s education data reliable? Africa Check noted inconsistencies in the education ministry’s data. For example, Abia state has more qualified primary school teachers (118,688) listed than the total number of teachers in the state (96,424). The ministry is yet to respond to our query about this. But Christopher Obiofuma, an education data officer at the National Bureau of Statistics, said the ministry’s data is largely reliable and the agency uses it in its calculations.Oriyomi Ogunwale from Eduplana, an education advocacy group, says he sometimes points out to the ministry inconsistencies in their data, asking them to improve how they gather data.",17/09/2018,https://africacheck.org//fact-checks/reports/number-qualified-primary-school-teachers-and-grade-6-literacy-nigeria-higher
50% of grade six pupils cannot read at all,Incorrect,"This claim also appears in the brochure on the foundation’s site with the United Nations Children's Fund (Unicef) cited as its source. Geoffrey Njoku, a communication specialist at Unicef, directed us to the 2015 Nigeria education data survey for the most recent statistics on literacy in Nigeria. The survey was carried out by the National Population Commission, the education ministry and the National Bureau of Statistics, with funding from the United States Agency for International Development (USAid). Out of 84,832 eligible children interviewed across Nigeria, literacy assessments were done for 79,374 children in both public and private schools. Children were considered literate if they could read at least one of three words in English or in one of three national languages presented on a flashcard. The survey found that for those in grade 6 (also known as primary 6), the literacy rate was 80%. This meant 20% of children in this grade couldn’t read at all. Edited by David Ajikobi Further reading: https://africacheck.org/reports/crisis-in-nigerian-schooling-grading-three-claims-by-presidential-hopeful/ https://africacheck.org/factsheets/factsheet-grading-nigerias-progress-in-education/ https://africacheck.org/factcheck-resource/unesco-analysis-of-education-provision-in-nigeria-in-2015/",17/09/2018,https://africacheck.org//fact-checks/reports/number-qualified-primary-school-teachers-and-grade-6-literacy-nigeria-higher
30% of pupils drop out of primary school.,Downplayed,"Duke has not responded to Africa Check’s request for the Unicef stats he quoted. We found them on an undated Unicef Nigeria web page. It reads: “According to current data, 30% of pupils drop out of primary school and only 54% transit to Junior Secondary Schools.” We asked Unicef communication specialist Eva Hinds to clarify. She said the numbers were old. ""The outdated webpage you are referring to has been disconnected from our site some time ago but it has not been permanently deleted,” she said. “I have asked this action to be taken now."" A few days later, Unicef deleted the page. The original page is archived here. So what is the dropout rate?  Dr Ricardo Sabates, an academic at the University of Cambridge’s Research for Equitable Access and Learning Centre, directed Africa Check to reliable databases such as that by the Institute for Statistics, the official data agency of the United Nations Educational, Scientific and Cultural Organisation. One way to measure the school dropout rate is to look at how many kids in a group who enter the first grade make it all the way to the final grade. This “cohort survival rate” was 64.38% in 2009, the year the institute last has data on, meaning about 35% - more than Duke’s figure - had dropped out.",31/07/2018,https://africacheck.org//fact-checks/reports/crisis-nigerian-schooling-grading-three-claims-presidential-hopeful
Only 54% transit to junior secondary schools.,Exaggerated,"In 1999, the government introduced a plan to ensure all Nigerian children of primary and secondary age get free and compulsory basic education. Parents or officials who prevent this education may be punished under the Universal Basic Education Act of 2004. The 2016/17 Multiple Indicator Cluster Survey found the transition rate of pupils from primary to junior secondary school to be 49%. This is the number of children in the first grade of secondary school compared with the number in the last grade of primary school the previous year. To arrive at this estimate, more than 37,000 household members aged 25 to 49 were interviewed across Nigeria. We thus rate Duke’s claim as exaggerated as he suggested more children make it to secondary school than actually do. The current government has pledged to raise the rate to 75% by 2019. The transition rate has however dropped from 74% in 2011 to 49% in 2017. Reasons for this include teachers' welfare, poor implementation of the basic education plan and school charges such as for exams. This is according to Dr Abdulrahman Maigida, a lecturer at the University of Port Harcourt and a specialist in educational history and policy. “This situation also leaves the country with the burden of an unproductive or unskilled populace,” Maigida told Africa Check.",31/07/2018,https://africacheck.org//fact-checks/reports/crisis-nigerian-schooling-grading-three-claims-presidential-hopeful
"Nigeria has over 10 million out-of-school children, the highest number in the world.",Incorrect,"On another page of its website, Unicef notes that “Nigeria still has 10.5 million out-of-school children - the world’s highest number”. In an August 2017 fact-check, Africa Check found that Unesco’s Institute for Statistics had revised this figure, which was based on 2010 enrolment data from Nigeria. It was an estimate based on the 2011 Multiple Indicator Cluster Survey by the National Bureau of Statistics. But with new population estimates the number was revised to 8.7 million in 2014.   The 10.5 million figure is dated and new interventions may have changed the existing data, Azuka Menkiti, an education specialist with Unicef in Nigeria reportedly said in May 2018. Alexander Onukwue, the education policy lead of Eduplana Nigeria, said politicians should use accurate data in public. The organisation campaigns for education funding and teachers’ development.  “It is based on this data they’ll make promises and if such are faulty or incorrect, then they'll give us questionable education policies,” Onukwue said. Edited by Lee Mwiti Further reading: https://africacheck.org/factsheets/factsheet-grading-nigerias-progress-in-education/ https://africacheck.org/reports/nigeria-girls-school-worldwide-activist-malala-claimed/",31/07/2018,https://africacheck.org//fact-checks/reports/crisis-nigerian-schooling-grading-three-claims-presidential-hopeful
"For the first time, 30% of the budget was earmarked for capital expenditure",Correct,"In June 2017, Africa Check found a similar claim incorrect. In at least three years since 2008, the allocation to public projects on roads, power, railways and so forth exceeded 30%. This was in 2008, 2010 and 2013, according to budgetary data. The infrastructure share during this time was the highest in 2008, at 37% of the total budget. The lowest allocation in that period was 11% of the budget in 2015, which was approved by Buhari’s predecessor, Goodluck Jonathan. Experts said that the use of these funds should be the main focus, as only a small proportion of the budgeted cash actually reaches the intended agencies.",29/05/2018,https://africacheck.org//fact-checks/reports/buharis-2018-democracy-day-speech-7-main-claims-under-scrutiny
The inflationary rate has consistently declined every month since January 2017,Correct,"In January 2017 inflation stood at 18.72%, according to data from the Central Bank of Nigeria. This was the highest it has been during Buhari’s term, which began in May 2015. At the time, inflation was recorded at 9%. In the 16 months prior to the new government the rate was between 7.7% and 8.7%. In February 2017, the rate fell to 17.78%. It has kept its downward trend since, reaching 15.13% in January 2018 and 13.34% in March 2018.",29/05/2018,https://africacheck.org//fact-checks/reports/buharis-2018-democracy-day-speech-7-main-claims-under-scrutiny
"The country achieved 5,222.3 MW representing the highest peak of power generated onto the national grid and delivered to customers in December 2017.",Misleading,"Buhari said the peak showed government’s progress in increasing the quantity and quality of power available to Nigerians. The country’s long-standing electricity deficit is persistently blamed for hurting economic growth. According to a daily power brief run from the vice president’s office, the peak of 5,222.3 MW generated was reached on 18 December 2017. However, the average amount of power sent out on the day to customers was 4,266 MW. Kingsley Osuoha is general manager of the control centre at the national transmission company. He told Africa Check that the president’s figure represented the peak of power generation that occurred that day, but this is not what would have reached consumers due to transmission losses.(Note: For more information on Nigeria’s power, read our detailed factsheet.)",29/05/2018,https://africacheck.org//fact-checks/reports/buharis-2018-democracy-day-speech-7-main-claims-under-scrutiny
"Recently, a new Maintenance Repair and Overhaul facility with capacity for aircraft C-checks and other comprehensive levels of maintenance was established in Lagos",Correct,"The Lagos centre is one of his government's strides in aviation and would save the country an estimated US$90 million yearly, Buhari added. A centre to service aircraft – known in the industry as a “maintenance, repair and overhaul” facility - can help attract passengers and cargo, Africa Check found in a September 2017 report. Other gains include the creation of jobs and saving on money that would otherwise be spent in another country to service aircraft. Aviation experts said that maintenance, repair and overhauls “can be very limited, basic tasks performed at an airport (line maintenance) or complex maintenance checks including structural work (base or heavy maintenance)”. A C-check falls under heavy maintenance. The Lagos centre is owned by indigenous airline Aero Contractors which was taken over by the Asset Management Company of Nigeria in 2016. It was launched in Lagos in February 2018 after C-checks were successfully done on a Boeing 737 aircraft owned by Aero. Captain Ado Bayero, who now heads Aero Contractor, confirmed to Africa Check that the facility is fully operational and as at 30 May 2018 had three aircraft in its hangar undergoing different checks. He said the facility has certification up to C-checks and will help other airlines save money and time.",29/05/2018,https://africacheck.org//fact-checks/reports/buharis-2018-democracy-day-speech-7-main-claims-under-scrutiny
[Government] has ensured proper funding at the Basic Education level with the disbursement of N42.2 billion UBE Matching Grant to 26 States and the FCT,Unproven,"Under its Universal Basic Education programme, Nigeria seeks to provide nine years of free and compulsory formal education. To support this, the government gives states a grant to fund classrooms, laboratories, libraries, and buy other learning aids such as books. The most recent publicly available data from the Universal Basic Education Commission shows that N33.9 billion was disbursed to states in 2015/2016. Commission data shows that as at August 2017 none of the country’s states had accessed N732 million allocated to each. In total, N71 billion was unused by states. (Note: Africa Check has contacted the basic education commission for the president’s data and will update this report with their response.) Further, to access this grant, the law requires states to put up a similar amount in addition to showing how they spend the money. Many do not meet this requirement, leading to the head of the commission, Hamid Bobboyi, to reportedly highlight his concerns about the low uptake. An education lobby told Africa Check that they could not find data to support Buhari’s claim. “Unfortunately, there is no recent verifiable evidence that this amount has been paid out to that number of states,” Oriyomi Ogunwale, the project lead of Eduplana Nigeria, said. Ogunwale added that disbursements in 2015 and 2016 had been a concern. The organisation’s advocacy work includes education funding, policy and learning outcomes.",29/05/2018,https://africacheck.org//fact-checks/reports/buharis-2018-democracy-day-speech-7-main-claims-under-scrutiny
Rice importation from other countries has been cut down by 90%,Correct,"The presidency also made this claim in its 2017 Democracy Day speech. Data shared with Africa Check by the national statistics office shows that the official value of rice imports fell 99% between 2015, when Buhari took office, and 2017. TABLE: Value of Nigeria rice imports (2014-2017) YEAR Value ( Naira) Per year % reduction 2014 107.65 bn * 2015 95.88 bn 10.9 2016 17.91 bn 81.3 2017 0.95 bn 94.5 *2013 data not available. SOURCE: NATIONAL BUREAU OF STATISTICS In this period the government introduced policies to cut imports such as tariff increases and foreign currency restrictions. It also started a plan to lend to local farmer at lower interest rates. As a result, while local production is increasing, it is still not enough to meet demand in Africa’s largest consumer of rice. Nigeria grew 3.7 million metric tonnes of rice in 2017, a 4% increase over 2016, according to the US department of agriculture. This supply and demand gap is being met by smugglers who are doing brisk business, a number of media reports say.",29/05/2018,https://africacheck.org//fact-checks/reports/buharis-2018-democracy-day-speech-7-main-claims-under-scrutiny
About 8.2 million pupils are currently being fed from 24 States of the Federation,Unproven,"Nigeria’s school feeding programme aims to improve attendance and improve child nutrition and cognition, among other goals. Some 18 states were to be piloted in 2016, according to the programme’s 2016-2020 strategic plan, with all 36 states to be covered by 2018. Official statements of how many children are benefiting have grown from a million pupils in seven states in February 2017 to 7 million in 22 states in February 2018. In May 2018 the vice president put the figure at 7.6 million in 22 states, before President Buhari’s latest figure of 8.2 million children in 24 states. The national statistics office did not have data on the programme as it was not mandated to survey it, Dr Isiaka Olarewaju, a director at the National Bureau of Statistics, told Africa Check.  There is no way to independently verify the government’s figures, Dr Moses Amosun, who teaches at the department of early childhood and educational foundations at the University of Ibadan told Africa Check. Amosun said that “what should matter is how the programme has affected basic education outcomes across the country.”",29/05/2018,https://africacheck.org//fact-checks/reports/buharis-2018-democracy-day-speech-7-main-claims-under-scrutiny
